type,number,question,answer
judge,208,无线系统干扰包括同频干扰和邻频干扰等，邻频干扰不会影响无线系统通话质量。,×
judge,209,铁路通信故障处理的基本原则是“先抢通、后修复”，优先恢复行车业务。,√
judge,210,SDH传输系统采用的是异步复用方式，各个支路的信号是随机插入到帧结构中的。,×
judge,211,通信系统接地包括工作接地、保护接地、防雷接地等，各类接地可以共用同一接地排。,×
judge,212,计算机按网络的跨度范围分为局域网、城域网、广域网。,√
judge,213,铁路应急通信由国铁集团网络设备和现场设备组成。,√
judge,214,铁路传输网可分为骨干层、汇聚层、接入层。,√
judge,215,铁路专用无线通信系统包括无线列调系统、平面调车系统、GSM-R系统。,√
judge,216,均充是指对蓄电池进行均衡充电，以消除电池组中各电池之间的电压不均衡现象。,√
judge,217,判断电台、馈线、天线是否匹配的重要指标是电压驻波比。,√
judge,218,IPv6采用128位IP的地址长度。,√
judge,219,通信机房拆除旧设备时应先拆除信号线。,×
judge,220,一列设备有多个机架时，先安装列头首架，然后依次安装其余各机架，整列机架前后允许偏差为3．5mm，机架之间的缝隙上下均匀一致。,×
judge,221,由-48V直流电源供电时，通信设备电源端子输入电压允许变动范围为-57～-40V。,√
judge,222,铁路数据网是铁路IP数据业务的综合承载网络，是铁路通信系统及信息系统共用的数据通信基础网络平台。,√
judge,223,传输网更换备用板件前，要检查备用板卡与现用故障板卡的各项硬件参数、软件版本、设置等是否一致。,√
judge,224,塔靴紧固螺栓不用做防腐处理。,×
judge,225,铁路线路安全保护区内，任何单位、个人不得建造建筑物、构筑物，取土、挖沙、挖沟，采空作业，堆放、悬挂物品。,√
judge,226,光时域反射仪(0TDR)使用时，衰减图形中台阶为衰减事件点，台阶越大，说明衰减越大。,√
judge,227,光缆配盘就是根据复测路由计算出的光缆总长度和对光缆全程传输质量的要求进行合理的选配光缆盘长。,√
judge,228,通信光缆引入机房之前应设置光缆绝缘节，使外线侧和设备侧的金属护套及金属加强芯电气绝缘。外线侧的金属护套及金属加强芯与室外接地汇集线电气连通。,√
judge,229,OTN系统用于传递时间同步信号时，应接入主、备两路时钟同步信号，并采用主从同步方式。,√
judge,230,采用钢丝承力索加吊具架设漏泄同轴电缆时，吊具间隔宜为1m-1．3m．其中每隔10m-15m设置1个防火吊具。,√
judge,231,安装在接触网等高压带电设备附近时，与牵引供电设备带电部分距离不应大于2米。,√
judge,232,光电缆径路相同的，其径路标石可统一流水编号。,√
judge,233,光缆的弯曲半径在施工过程中应不小于光缆外径的20倍。,√
judge,234,LCX吊挂后的垂度在20℃时应保持0.15m-0.2m范围内。,√
judge,235,LCX若与接触网回流线、保护地线和照明线等非高压带电体同侧时，间距不应小于0.6m。,√
short_answer,1,简述检验批的验收步骤。,"（1）检验批在验收前应自检合格，并报监理单位。
（2）由监理工程师组织施工单位专职质量检验员对检验批的主控项目与一般项目进行验收。
（3）填写检验批质量验收记录。"
short_answer,2,试简述光缆接续操作的步骤。,光缆接续的操作步骤是：准备、光缆开剥、清洁、支架安装、预留盘安装、光纤接续、接续监测、光纤盘留、接头盒组装、光纤复测、接头坑回填、埋设标石、记录接头位置、清理现场。
short_answer,3,光纤通信有哪些优点？,光纤通信的优点是：⑴传输频带宽、通信容量大；⑵损耗低；⑶不受电磁干扰；⑷串音小，保密性好；⑸线径细、重量轻；⑹资源丰富。
short_answer,4,影响光纤接续损耗的原因是什么？,"(1)模场直径不匹配；
(2)折射率分布不同；
(3)纤芯与包层存在偏心；
(4)纤芯不圆；
(5)不同光纤的接续；
(6)轴心错位；
(7)端面倾斜；
(8)熔接变形；
(9)端面污染；
(10)端面制备不良。"
short_answer,5,应急通信系统应满足哪些语音通话功能要求？,"(1)应急中心与事故现场之间的话音通信；
(2)应急现场内部话音通信和组呼；
(3)与铁路调度网、自动电话网及铁路“117”立接制人工话务台的互通。"
short_answer,6,无线通信与有线通信的主要区别是什么？,无线通信是利用电磁波的辐射和传播，经过空间传送信息的。而有线通信通过光缆、电缆等介质传送信息的。
short_answer,7,光缆中继段光纤线路衰减如何计算？,"其计算值为：
（dB）
式中－光纤衰减标称值（dB/km）；
－光缆中继段每根光纤接头平均损耗（dB），
单模光纤≦0.08dB（1310nm、1550nm），
多模光纤≦0.2dB；
－光纤活动连接器平均损耗（dB），
单模光纤≦0.7dB，
多模光纤≦1.0dB；
L－光缆中继段长度（km）；
n－光缆中继段内每根光纤接头数；
m－光缆中继段内每根光纤活动连接器数。"
short_answer,8,什么是保护接地、接零保护和漏电保护？,"为保证人身安全，减少或避免触电事故发生，将电气设备不带电的金属外壳与大地做电气连接，称为保护接地。保护接地只应用于不接地的电网中。
把设备不带电的金属外壳部分接在电源的零线上，称为接零保护。
当有人遭电击而且已危及生命安全之前，触电线路能够及时准确地向保护装置发出信息，使其有选择而迅速地切断电源。这种措施称为漏电保护。"
short_answer,9,光缆敷设时应如何余留？,"光缆敷设时，应按下列规定余留：
（1）接头处光缆接续后余留2～3米，遇特殊地形按设计要求处理；
（2）通信机械室引入口外最小余留2米；
（3）通信站引入口外最小余留3米；
（4）通过河流、大桥、隧道等根据设计规定进行余留。"
short_answer,10,通信施工规范中，对布放电源线芯线颜色配置要求是如何规定的？,"交流电源线：A相，黄色；B相，绿色；C相，红色；零线，天蓝色或黑色；保护地线，黄绿相间双色。
直流电源线：正极，红色；负极，蓝色。"
short_answer,11,数据网等设备在单机和系统调试前应确认的条件包括哪些？,"（1）设备安装已完成，机柜安装位置和安装方式符合设计要求。子架安装位置及单元电路板位置正确，插入可靠；
（2）设备配线已完成，检查核对无误；
（3）引入交直流电源和电源设备安装已完成，符合设备使用要求。
（4）设备已可靠接地，接地电阻符合设计要求及相关技术标准的规定。
（5）设备单机加电后运行良好，内置风扇正常启动。各单机显示状态符合当前实际运行情况。
（6）设备单机性能调试宜在设备开机通电30分钟后进行。
（7）系统调试前确认传输通道正常，系统网管已经安装完毕，软硬件版本核对正确，软件加载正常。"
short_answer,12,铁塔基础施工应注意那些问题？,"（1）基础应建在坚实的地基上，不能建在浮土、垃圾土、流质土和易受水冲刷的地方。
（2）基础开挖过程中发现地下管线且无法避让时，应采取保护措施；
（3）基坑开挖到设计深度后应核对地质资料，并进行地基承载力实验以确定是否满足设计要求。
（4）基础浇筑前应埋设好防雷地线，防雷接地电阻应符合设计要求。根据需要也可在基础引出接地扁钢，接入防雷地。
（5）根据铁塔塔靴固定螺栓孔的相对位置制作模板，将地脚螺栓用模板固定后，浇灌在基础里。
（6）铁塔基础钢筋规格及绑扎方式符合设计要求。
（7）铁塔基础混凝土配合比应符合铁塔基础设计要求的强度等级。
（8）铁塔基础每一次浇灌均应提取混凝土试块并进行试验。
（9）基础混凝土浇灌后12小时内用草甸或薄膜加以覆盖并进行保湿养护，覆盖应保持严密并保证薄膜内有凝结水，一般要养护28天左右。
（10）铁塔基础施工除符合上述要求外还应符合相关技术标准要求。"
short_answer,13,漏缆的单盘测试指标包括哪些？,"直流特性指标包括：单盘LCX内外导体直流电阻、绝缘介电强度、绝缘电阻等。
交流电气性能指标包括：LCX的特性阻抗，电压驻波比，标称耦合损耗，传输衰减等。"
short_answer,14,线缆采用焊接方式终接时，对加焊部位的要求有哪些？,电缆芯线焊接应端正，牢固、焊点光滑，无假焊、错焊、漏焊、短路；焊接后，芯线绝缘层无烫伤、开裂及回缩现象。
short_answer,15,简述如何调整GSM-R系统中天线的方位。,"(1)用指南针确定天线方位角：轻轻扭动天线调整方位角直至满足设计指标，误差不大于5度。将天线下部固定夹拧死。使用指南针时尽量远离铁塔等钢铁物体，并注意当地有无地磁异常现象影响指南针的准确使用。
(2)用角度仪确定俯仰角：轻轻搬动天线，调整天线上部固定夹直至俯仰角满足工程设计指标，误差不大于0.5度。将天线上部固定夹拧死。
(3)施工时注意在天线安装与调节过程中，应保护好已安装的跳线，避免损伤。"
short_answer,16,天线杆（塔）的防雷地线应按哪些要求进行施工？,"(1)防雷地线埋设位置应符合设计规定。
(2)接地极宜采用50×50×5镀锌角钢，亦可采用Φ50钢管，接地极长度应为2～2.5m。接地极连接线（母线）宜采用镀锌扁钢，截面应不小于100，厚4mm以上，或3股Φ5mm镀锌铁线。
(3)接地极间距离宜为5m。接地体应选择土壤电阻率较低处埋设，埋深应为0.5～0.8m或冻土层以下，与其他接地体间距离不应小于15m。接地体与扁钢焊接应采用氧气焊或电焊，焊接处应作防护。
(4)接地电阻应符合设计要求。
(5)当接地电阻达不到要求时可采用增加接地极数量、添加降阻剂等方法。"
short_answer,17,请简述在铁路标准中哪些恶劣的环境条件下严禁登高进行天线等的安装作业。,"恶劣的环境条件主要指：
大风：风速大于或等于10m/s（5级）。
雨雪：下雨或下雪。
高温：温度大于或等于38℃。"
short_answer,18,简述光电缆在穿越公路、铁路时的防护要求。,"（1）光电缆在过轨或过公路时，应采用顶钢管方式安装。穿越铁路的防护管长度应大于钢轨两侧枕头以外0.3米，穿越公路的防护管长度应大于公路面两侧以外0.2米。
（2）金属防护管采用带丝扣的管接头连接时应密封良好，采用大一级的短管套接时，短管一端应焊牢密封，短管长度不应小于电缆管外径的2.2倍。
（3）顶管施工前应调查施工地段地下管线情况，严禁在煤气管、供水管、通信线等旁实施作业。
（4）顶管时的脚手架应搭建牢固，严禁侵入铁路建筑限界。
（5）顶管施工完毕，应及时将管口封堵。"
short_answer,19,简述采用电缆接头盒方式接续的电缆接续工艺步骤。,"（1）电缆接续前，应进行单条电缆检测，确认单条电缆内所有芯线有无断线、混线以及接地故障，绝缘良好。
（2）搭建工作平台，护层开剥，电缆芯线清洗，钢带复位，连接接头盒支架，两侧的金属护层及屏蔽钢带应有效连接。
（3）芯线接续线位准确、焊接牢固、扭绞均匀，两侧芯线线序应一一对应，无交叉及鸳鸯对现象，线径在0.5mm以下的芯线应采用接线子接续。芯线接续后，盒内应放接续记录卡片；
（4）接头盒安装应严格按操作工艺进行；
（5）安装结束后，应对盒体进行密封性检查，确保无漏气或漏油现象。"
short_answer,20,对于不满足设计文件要求的场强覆盖及网内越区干扰，可通过调整哪些参数指标来完善覆盖？,"(1)天线方位角、俯仰角；
(2)基站设备发射功率；
(3)中继设备发射功率；
(4)设备参数调整；
(5)天馈线驻波比。"
short_answer,21,简述GSM-R网络场强指标定义。,GSM-R网络场强以最小可用接收电平表示。最小可用接收电平是确保铁路数字移动通信在具有一定的系统可靠性和服务质量的条件下，在机车车顶天线处所需的端电压。
short_answer,22,简述漏泄同轴电缆中继段场强测试方法。,隧道内每隔5m应进行场强测试，每次应测5个数据取平均值；隧道外每隔10m进行场强测试，每次测5个数据取平均值；在接头、终端等处必须进行场强测试。
short_answer,23,铁路电务三不动、三不离的安全工作制度是什么？,"三不动： ①未登记联系好不动；
②对设备的性能、状态不清楚不动；
③正在使用中的设备不动。
三不离：①工作完了，不彻底试验好不离；
②影响正常使用的设备缺点未修好前不离；
③发现设备有异状时，未查清原因不离。"
short_answer,24,设备配线检验批中，一般控制项目有哪些？,"（1）配线电缆、光跳线的走向、路由应符合设计要求。布线应合理、整齐。
（2）各种线缆在防静电地板下、走线架或槽道内应均匀绑扎固定，松紧适度，其中软光纤应加套管或线槽保护。
（3）缆线两端的标签、型号、长度及起止设备名称等标志信息应准确。
（4）当线缆接入设备或ODF、DDF、VDF架时，应留有一定的余量，余留长度应统一。
（5）设备配线采用焊接时，焊接后芯线绝缘层应无烫伤、开裂及后缩现象，绝缘层离开端子边缘露铜不宜大于1mm。
（6）设备配线采用卡接时，电缆芯线的卡接端子应接触牢固。
（7）配线电缆、电源线应分开布放，间距不小于50mm，交直流配线应分开绑扎。"
short_answer,25,靠近铁路施工时，必须符合哪些规定？,"（1）应听从指挥，注意防护人员所发信息，及时躲让列车
（2）不得改变铁路设施原有状态
（3）不得用无听孔的防寒，防雨帽工作
（4）不得在铁路建筑接近限界以内的地方坐、卧、休息
（5）不得钻车、扒车、跳车及从车底下传递工具。"
short_answer,26,浪涌保护器施工应符合什么规定？,"（1）浪涌保护器接地应与防雷接地汇集线就近连接。
（2）并联型浪涌保护器与被保护设备端子的连接线截面积不得小于1.5平方毫米，长度不得大于0.5米；受限制时不得超过1.5米，或采用凯文接法。
（3）浪涌保护器至接地汇集线的接地连接线长度应不大于1米。
（4）各种浪涌保护器均应设置用途及去向标牌。"
short_answer,27,什么是铁路建设项目施工单位技术交底？,施工单位技术交底是施工单位项目总工程师及技术主管人员依据设计文件和设计技术交底纪要，将施工方案及施工工艺、施工进度计划、过程控制及质量标准、作业标准、材料设备及工装配置、安全措施及施工注意事项等向参与施工的技术管理人员和作业人员传达的过程。
short_answer,28,铁路建设项目施工技术交底分哪几级？,施工技术交底实行应分级进行，项目总工程师对项目部各部室及技术人员进行技术交底，技术主管人员对作业队技术负责人进行技术交底，作业队技术负责人对班组长及全体作业人员进行技术交底。
short_answer,29,铁路建设项目施工作业指导书是什么？,施工作业指导书是根据分部、分项工程施工具体要求，针对特殊过程、关键工序向施工人员交待作业程序、方法及注意事项，落实各项验收规范和标准，指导现场施工作业、严格控制工程质量，确保施工安全，满足节能环保要求等需要制订的作业及工艺标准。
short_answer,30,铁路建设项目施工作业指导书主要编制依据是什么？,"(1)国家和铁道部颁布的规范、验收标准和施工指南；
(2)经审核合格的施工图设计文件；
(3)合同及相关协议；
(4)国家级工法和成熟的施工工艺；
(5)《关于积极倡导架子队管理模式的指导意见》。"
short_answer,31,简述调度通信的特点。,"(1)是直接指挥列车运行的通信设备;
(2)调度员对车站值班员为指令型通信，值班员对调度员为请示汇报型通信;
(3)以调度员为中心，一点对多点的通信。"
short_answer,32,什么是移动通信越区切换？,越区切换是指移动台从一个基站覆盖的小区进入到另一个基站覆盖的小区的情况下，为了保持通信的连续性，将移动台与当前基站之间的链路转移到移动台与新基站之间的链路。
short_answer,33,通信专业对安装连接后的蓄电池组管理是如何规定的？,"（1）连接可靠，不得出现虚接，压降过大等问题，并检查记录开路电压。
（2）初次使用前应进行均充补充电，以弥补运输和贮存周期带来的容量损失。
（3）除此容量检查应测出实际容量值，放电参数尽可能靠近10小时率，并保证结束后完全充满；
（4）容量检查时，应同时检查端子压降、单体温度、排气阀应正常可靠。
（5）应按产品技术要求设定好和蓄电池相关的开关电源参数，并做好记录。"
short_answer,34,简述施工现场临时用电的三项基本原则。,"(1)必须采用TN-S接地、接零保护系统。
(2)必须采用三级配电系统。
(3)必须采用两级漏电保护和两道防线。"
short_answer,35,铁路建设项目施工作业指导书的安全及环保要求应包括哪些内容？,施工作业指导书的安全及环保要求包括对危险源进行识别并按照级别进行分级管理，明确施工项目安全方面的注意事项和卡控措施；按照文明施工要求，对施工现场和作业环节进行分析，提出控制要点，制定具体的环境保护措施和要求。对涉及既有线、公路、航道、高空作业等安全重点工程，根据具体情况制定相应的安全措施。
short_answer,36,施工企业对施工项目的安全措施应在什么阶段制定？,安全技术措施须在施工前编制好，并且经过审批后正式下达施工单位指导施工，设计和施工发生变更时，安全技术措施必须及时变更或做补充。
short_answer,37,配线电缆布放前应检查那些项目？,"（1）线缆有无断线、混线，中间不得有接头；
（2）配线电缆芯线间的绝缘电阻符合要求。"
short_answer,38,简述铁路事故处理的四不放过原则。,事故原因未查清不放过；整改措施未落实不放过；事故责任人未处理不放过；群众未受到教育不放过。
short_answer,39,检验批的质量验收应包括那些内容？,"(1)实物检查，即对原材料、构配件和设备等的检验，应按进场的批次和产品的抽样检验方案执行。
(2)资料检查，包括原材料、构配件和设备等的质量证明文件（质量合格证、型号、规格及性能检测报告等）和检验报告、施工过程中重要工序的自检和交接检验记录、平行检验报告、见证取样检测报告和隐蔽工程验收记录等。"
short_answer,40,检验批合格质量应符合那些规定？,"(1)主控项目的质量经抽样检验全部合格。
(2)一般项目的质量经抽样检验全部合格；当采用计数检验时，有允许偏差的抽查点，除有专门要求外，合格点应达到80％及以上，且不合格点的最大偏差不得大于规定允许偏差的1.5倍。
(3)具有完整的施工操作依据、质量检查记录。"
short_answer,41,单位工程质量验收合格应符合那些规定？,"(1)单位工程所含分部工程的质量均应验收合格。
(2)质量控制资料应完整。
(3)单位工程所含分部工程有关安全和功能的检测资料应完整。
(4)观感质量验收应符合要求。"
short_answer,42,铁路建设项目施工技术交底中作业队技术负责人应交底哪些内容？,作业队技术负责人向班组长及全体作业人员的技术交底，主要内容包括：作业标准、施工规范及验收标准，工程质量要求；施工工艺流程及施工先后顺序；施工工艺细则、操作要点及质量标准；质量问题预防及注意事项；施工技术措施和安全技术交底；出现紧急情况下的应急救援措施、紧急逃生措施等。
short_answer,43,铁路建设项目的施工作业指导书主要内容包括哪些？,"(1)适用范围
(2)作业准备
(3)技术要求
(4)施工程序与工艺流程
(5)施工要求
(6)劳动组织
(7)材料要求
(8)设备机具配置
(9)质量控制及检验
(10)安全及环保要求"
short_answer,44,同沟敷设两条以上光电缆时有何规定？,同沟敷设两条以上光电缆时，在沟底应平行排列，互不交叉，标识明确。
short_answer,45,应急演练目的主要包括哪几个方面？,"(1)检验预案。发现应急预案中存在的问题，提高应急预案的科学性、实用性和可操作性。
(2)锻炼队伍。熟悉应急预案，提高应急人员在紧急情况下妥善处置事故的能力。
(3)磨合机制。完善应急管理相关部门、单位和人员的工作职责，提高协调配合能力。
(4)宣传教育。普及应急管理知识，提高参演和观摩人员风险防范意识和自救互救能力。
(5)完善准备。完善应急管理和应急处置技术，补充应急装备和物资，提高其适用性和可靠性。
(6)其他需要解决的问题。"
short_answer,46,光缆传输与电缆作为传输媒介的通信方式相比，光缆传输的优点是什么？,"(1)通信容量大，传输距离长；
(2)抗电磁干扰性能强，保密性能好；
(3)重量轻，施工简便。"
short_answer,47,光缆接续的基本要求是什么？,"(1)光缆接续部位应有良好的水密、气密性能；
(2)光缆接头装置与光缆外护套连接部位即要密封良好、又要保持足够的机械强度，且光缆不发生变形；
(3)光缆接续部位应避免光纤受力；
(4)光缆接头装置外形应完整美观，内部整齐，符合施工设计和相关工艺要求。"
short_answer,48,中继段光电测试内容都有哪些？,"(1)光特性：光纤接头损耗、光纤线路衰耗、光纤后向散射信号曲线。
(2)电特性：铜线直流电阻及不平衡电阻、铜线间和金属护层对地绝缘电阻、地线电阻。"
short_answer,49,当接地电阻难以达到设计要求时，可以因地制宜采取的处理措施有哪些？,"（1）埋深接地体；
（2）设置外延接地体；
（3）将接地体周围高电阻率土壤更换为低电阻率土壤；
（4）在接地体周围添加的降阻剂应符合环保要求。
（5）在接地体周围填入木炭、焦炭、矿渣等低电阻率物质；
（6）采用其他新技术、新材。"
short_answer,50,天馈线防雷应符合哪些要求？,"(1)天线杆（塔）应设有单独的避雷针，避雷针引下线应做固定并与接地体连接良好。
(2)天线避雷地线的接地电阻应符合设计要求。
(3)天线避雷针针对天线的保护角度应小于40°。
(4)基站同轴电缆馈线的金属外护层，应在上部，下部和经走线架进机房入口处就近接地，在机房入口处的接地应与就近的接地系统连通。"
short_answer,51,漏缆的安装应符合哪些规定？,"(1) 隧道内吊挂漏缆，其吊挂位置和距轨平面的高度应符合设计要求，漏缆的开口方向应面向列车。
(2)高架或地面区段漏缆托架的安装间隔应符合设计要求。
(3) 漏缆不应急剧弯曲，弯曲半径应符合设计。"
short_answer,52,对于铁塔基础的养护期有何要求？,养护期可按日平均温度累计达到600℃·天时所对应的周期计列，0℃及以下的周期不计列，养护期最少不应小于14天，但也不应大于60天。在气温较低时应适当采取保温措施。混凝土强度达到1.2N/前，不得在其上踏踩或安装模板、支架。当日平均气温低于5℃时，不得浇水。
short_answer,53,时钟系统由哪些部分构成？,时钟系统由中心母钟、车站母钟、子钟、维护终端组成。
short_answer,54,去除光纤本身材质原因，说出个影响光纤接续质量、造成光纤接续损耗的原因。,"（1）轴心错位；
（2）融接变形；
（3）端面污染；
（4）端面制备不良；
（5）熔接机参数不合适；
（6）熔接机V形槽或光纤压脚有灰尘；
（7）盘留半径过小"
short_answer,55,OTDR能实现那些测试功能？,"OTDR可实现的测试功能有：
(1)光纤损耗的测试：包括光纤的链路损耗和衰减、光纤的连接损耗、反射损耗等；
(2)光纤长度和故障点的测试；
(3)光纤后向散射曲线，即光纤链路传输质量的测试等。"
short_answer,56,通信机房室内接地连接是如何规定的？,"（1）连接应符合设计和相关技术标准要求。
（2）等电位连接应采用星形接地结构，不得构成闭合回路。
（3）传输放电电流的导线必须走最直接的路径，配线不留余长。
（4）采用栓接连接时必须使用双螺帽。
（5）接地连接线在穿越墙体时应采取保护措施并与墙体绝缘。"
short_answer,57,布放线缆时的线缆弯曲要求？,"(1)线缆弯曲均匀、圆滑；
(2)大对数对绞电缆的弯曲半径不小于电缆外径的10倍；
(3)非屏蔽对绞电缆的弯曲半径不小于电缆外径的5倍；
(4)同轴电缆的弯曲半径不小于电缆外径的15倍；
(5)室内光缆的弯曲半径不小于光缆外径的15倍；
(6)光纤跳线的弯曲半径不小于50mm。"
short_answer,58,简述电压驻波比的测试步骤：,"（1）设置仪表，选择测试模式至驻波比；
（2）输入起始和终止频率或中心频率和范围；
（3）通过设置顶部和底部幅度，手动设置纵坐标的最大和最小值；
（4）检查仪表的校准状态。当改变了测试频段时，需要重新校准校准，当使用RF延长电缆测试时时，必须将校准件连接到延长电缆的另一端；
（5）点击按键进入驻波比测试界面，分别查找上下行频段内的驻波比最大值；
（6）记录测试结果，并填写测试记录表格。"
short_answer,59,GSM-R移动覆盖场强测试出现不符合要求时，应从哪几方面进行考虑调整？,"对于无线场强出现不符合要求时，应针对具体原因进行以下几方面调整直到达到设计文件和相关技术要求：
天线方位角、俯仰角；
车站台设备发射功率；
中继设备发射功率；
设备参数调整；
核对单体设备工作状况；
核对设备配置文件。"
short_answer,60,综合视频系统，在布放室外线缆时有哪些特殊要求？,"（1）线缆的选择：与GSM-R基站设备同塔架设的摄像机宜选择双屏蔽视频线缆；恶劣环境（低温、低压、紫外线强等）下，线缆选择应符合特殊性能要求。
（2）电源线宜与信号线、控制线分开布放；
（3）室外设备连接线缆时，宜从设备下部进线。"
short_answer,61,无线子系统组成及功能?,无线子系统包括基站控制器（BSC）、分组控制单元（PCU）、编译码和速率适配单元（TRAU）、小区广播短消息中心（CBC）、基站收发信机（BTS）、无线中继传输设备等，具有无线信号发送与接收、无线资源管理、传送系统信号和用户信息功能。
short_answer,62,人工降低接地电阻的方法有哪些？,（1）更换土壤、（2）人工处理土壤、（3）深埋接地极、（4）多支外引式接地装置、（5）利用接地电阻降阻剂、（6）利用水和水接触的钢筋混凝土体作为流散介质、（7）采取伸长水平接地体。
short_answer,63,什么是多模光纤？什么是单模光纤？,多模光纤是能传输多个模式光波的光纤。单模光纤是只能传输一种模式光波的光纤。
short_answer,64,高处作业的含义是什么？,凡是在坠落高度基面2m以上（含2m）有可能坠落的高处进行的作业，均称高处作业。
short_answer,65,产生接续损耗的主要因素是什么？,"产生接续损耗的主要因素是：
（1）由于光纤参数不同：芯径不同、相对折射率差不同；
（2）接续操作技术不良：
（3）轴错位、端面间有间隙、两轴相互倾斜、端面的不完善性、菲涅尔反射。"
short_answer,66,光缆接续应符合那些规定？,"(1)接续时应搭置帐篷或在专用接续车间内进行，严禁露天作业。
(2)光缆接续后应余留2～3m，光电综合缆接续后应余留0.8～1.5m。接头处的弯曲半径应符合实际规定。
(3)管道光缆接头的安装方式，宜挂在入孔壁上或置于光缆托架间入孔内较高位置上。架空光缆接续处两侧光缆应做伸缩弯。
(4)光缆接续工作不应在雨天、大雾天和环境温度零度以下进行。"
short_answer,67,管道安装应符合哪些规定？,"(1)管道用管箍接续时，每端进入管箍内的深度不得小于箍径的1/3。
(2)管子煨弯的弯曲半径不应小于管子外径的6倍。
(3)管子埋设位置和埋深应正确，管内应预放穿线用引线，关口上并套有护具，穿线后管子应堵牢。"
short_answer,68,选择管道径路在防蚀上应考虑哪些？,"(1)尽可能避免与电车轨道和直流电气化铁道平行接近和交越；
(2)尽可能远离电源设备的接地装置；
(3)尽可能选择其他地下金属设备较少的地方；
(4)尽可能避免穿越铁路钢轨；
(5)选择地下水成分无浸蚀性媒质的地方，无法避免时尽可能改良土壤。"
short_answer,69,摄像机在符合监控目标视场范围内要求的条件下，对安装位置及安装高度是如何要求的？,摄像机宜安装在监视目标附近不易受外界损伤的地方，安装位置不能影响现场设备运行和人员正常活动；安装高度室内离地不宜小于2.5米，室外离地不宜低于3.5米。
short_answer,70,光纤接续的步骤和方法是怎样的？,"光纤接续一般采用电弧熔接法，接续分去涂覆层、制备端面、熔接及增强保护四个步骤。
(1)去涂覆层：套塑光纤可用专用剥除钳剥除，对于紧靠光纤外包层的很薄的一层涂覆层，可用浸透化学物的抹布擦尽。
(2)制备端面：要求平整、无毛刺、缺损，而且与光纤轴垂直，光纤端面与轴垂直相差角度应小于1°。常用工具有金刚刀和专用的光纤端面切割器。
(3)熔接：分三个过程，由机器自动进行，即对准、预热、推进熔接。
(4)增强保护：通常采用热可缩管法、套管法和V型槽法来增强光纤的强度及防止潮气侵入。"
short_answer,71,应急通信设备由哪几部分单元组成？,（1）语音单元，（2）视频单元，（3）存储单元，（4）管理单元，（5）中心设备接口。
short_answer,72,对－48V高频开关电源设备进行功能试验，结果应符合哪些要求？,(1)交流输入过压、欠压、缺相，直流输出过压、欠压、过流、欠流，蓄电池欠压，充电过流，负载过流，输出开路、短路，熔断器熔断等自动保护动作准确，声光告警正常。(2)浮充、均充方式能自动转换，输出能自动稳压、稳流。(3)本地及远端监控接口性能正常。
short_answer,73,测量接地电阻时，ZC-8型测量仪的接线方法？,"测量仪接线的具休方法是：
（1）将两根探测针分别插入地中，电位探针（p）插在距被测接地装置20米处，电流探针（c）插在距被测接地装置40米处，三者成一直线且彼此相距20米。两根探测针都需垂直插入地下400mm以上。
（2）用导线将仪器的相应E、P、C端钮，对应连接在被测接地体、电位探针、电流探针上。"
short_answer,74,路由复测的原则是什么？,"复测时应严格按照设计路由，如遇特殊情况不能按设计路由时应与设计、建设单位协商确定。
市区内光缆埋设路由及在市郊规划线内穿越公路、铁路位置如发生变动时应报当地相关部门审批后确定。
埋式光缆与其他建筑设施间的间距应符合规范要求。
架空光缆与其他建筑设施间的间距应符合规范要求。"
short_answer,75,应急通信分为几种接入方式？,"（1）光缆接入方式
（2）电缆接入方式
（3）无线接入方式
（4）卫星接入方式
（5）移动通信接入方式"
short_answer,76,综合布线中，配线子系统金属保护线槽预埋是如何规定的？,"(1)在建筑物中预埋线槽，宜按层设置，每一路由进出同一过路盒的预埋线槽均不应超过3根。
(2)线槽直埋长度超过30米或在线槽路由交叉、转弯时，宜设置过线盒。过线盒盖能开启，并与地面平齐，盒盖能防水与防灰，过线盒和接线盒能抗压。
(3)从金属线槽至信息插座模块接线盒间或金属线槽与金属钢管之间连接时，线缆应用金属软管保护。"
short_answer,77,铁塔及铁塔基础观感质量应符合的要求包括哪些？,"铁塔观感质量应符合的要求包括：
（1）外观整齐，塔体垂直；
（2）构件色泽一致，无锈蚀；
（3）连接件紧固良好无松动。
铁塔基础观感质量应符合的要求包括：
（1）混凝土外表面光滑平整、无裂缝；
（2）周围无积水，基础下部无塌陷。"
short_answer,78,请简述机房工程安装设计图纸需要现场核对的内容有哪些。,"（1）需要安装的设备位置、数量是否准确有效；
（2）线缆走向、距离是否准确可行；
（3）电源电压、熔断器容量是否满足设计要求；
（4）保护接地的位置是否有冗余；
（5）防静电地板的高度是否和抗震机座的高度相符合。"
