type,number,question,answer
choice,184,"()是有加强接点的有极继电器。
(A)JYXC-660 (B)JYXC-270
(C)JYJXC-135/220 (D)JWJXC-H125/0.44",C
choice,185,"在联锁表中，道岔一栏中填写符号()，表示将2号道岔带动到定位。 
(A)(2) (B)[2] (C){2} (D){120}",C
choice,186,"调整驼峰轨道电路，用（）Ω导线短路轨道电路区段时，轨道继电器的衔铁应可靠落下，落下时间不大于0.2 s。
(A)0.06 (B) 0.15 (C)0.6 (D)0.5",D
choice,187,"联锁表中“<12>2-12DG”表示的含义（）。
（A）2-12DG为同一道岔区段 （B）12道岔为带动道岔
（C）2-12DG有超限绝缘 （D）若12#道岔在定位，应检查2-12DG空闲",D
choice,188,"进站信号机应设在距离进站最外方道岔尖轨尖端（顺向为警冲标）不小于()的地点，根据需要可适当延长。
(A)30m(B)40m(C)50m (D)60m",C
choice,189,"CTCS-2级列控系统车载设备有（）种控车模式。
(A)5(B)6(C)7 (D)8",C
choice,190,"安全带使用（）后，应按批量购入情况抽检一次。若合格，该批安全带可继续使用，对抽试过的样带，必须更换安全绳后才能继续使用。
(A)1年(B)2年 (C)3年 (D)4年",B
choice,191,"《中华人民共和国安全生产法》规定：国家对严重危及生产安全的工艺、设备实行（）制度。
(A)安全管理 (B)淘汰 (C)论证 (D)评估",B
choice,192,"道岔转换设备安装后，在第一连接杆处，尖轨与基本轨间应有()mm及以上间隙时，道岔不得锁闭。
(A) 2 (B) 4 (C) 6 (D) 8",B
choice,193,"精益化工位制管理提出的三自管理不包括()。
(A)设备自有 (B)队伍自管 (C)生产自控 (D)工艺自定",D
choice,194,"营业线施工“三不离”说法错误的是（）。
(A)工作完成后不彻底试验良好不离
(B)影响正常使用的设备缺点未维修好前不离
(C)发现设备有异状时未查清原因不离。
(D)不调试好设备不离。",D
choice,195,"当两架信号机间的距离小于400m时，前架信号机的显示必须（）。
（A）重复后架信号机的显示 （B）根据联锁要求显示
（C）显示降级信号 （D）灭灯",A
choice,197,"BE1K-800型扼流变压器牵引线圈中点允许通过连续总电流为（）。
（A）400A（B）600A（C）800A（D）1000A",C
choice,198,"三相异步电动机的“异步”是指转子的转速总是（）旋转磁场的转速。
(A) 大于 (B) 小于 （C）异于 （D）等于",B
choice,200,"《高速铁路信号工程细部设计和工艺质量标准》规定：电缆应在电缆引入室进行一次成端，宜在综合柜/防雷分线柜底部进行二次成端，室内成端应使用专用电缆成端盒，一次成端应采用（）个端子柱的成端盒，二次成端应采用（ C ）个端子柱的成端盒。
（A）1、1 （B）1、2 (C) 2、1 (D) 2、2",C
choice,201,"列车自动控制系统英文缩写是（）。
（A）ATP （B）ATO （C）ATS （D）ATC",D
choice,202,"HF—7方向盒最大可容纳六柱端子的个数为（）个。
（A）7 （B）9 （C）10 （D）11",D
choice,203,"在钢轨上钻孔应使用专用钻孔机具，连接线安装孔两侧应采用专用（）倒角工具进行倒角，其深度为0.8～1.5mm。
（A）30°（B）45° （C）60° （D）90°",B
choice,204,"《铁路技术管理规程》（普速铁路部分）规定：在地形、地物影响视线的地方，进站、通过、接近、预告、遮断信号机的显示距离，在最坏的条件下，不得小于（）。
（A）100m （B）200m （C）300m （D）400m",B
choice,206,"《铁路技术管理规程》（普速铁路部分）规定：在自动闭塞区段内，当货物列车在设于上坡道上的通过信号机前停车后起动困难时，在该信号机上应装设（）。
（A）准许信号 （B）遮断信号 （C）容许信号 （D）预告信号",C
choice,207,"《铁路技术管理规程》（普速铁路部分）规定：装备在机车上的LKJ设备应按高于线路允许速度2km/h报警、3km/h卸载、5km/h常用制动、（）紧急制动设置模式曲线。
（A）5km/h （B）6km/h （C）7km/h （D）8km/h",D
choice,208,"《铁路技术管理规程》（普速铁路部分）规定：CTCS-2列控系统完全监控模式下按高于线路允许速度2km/h报警、5km/h常用制动、（）紧急制动设置模式曲线。
（A）5km/h （B）10km/h （C）15km/h （D）20km/h",B
choice,209,"《铁路技术管理规程》（高速铁路部分）规定：计算机联锁设备具备与列控中心、（）、调度集中系统或列车调度指挥系统的接口功能，在CTCS-3级区段还应具有与无线闭塞中心等设备的接口功能。
（A）道岔融雪系统 （B）道岔缺口监测系统 
（C）信号集中监测系统 （D）ZPW-2000轨道电路监测系统",C
choice,210,"《铁路技术管理规程》（高速铁路部分）规定：CTC应具备（）模式。
（A）1 （B）2 （C）3 （D）4",B
choice,211,"《铁路技术管理规程》（高速铁路部分）规定：CTCS-3级列控车载设备的引导模式，在进站或出站建立引导进路后，列控车载设备按照最高限速（）控车的模式。
（A）40km/h （B）50km/h （C）60km/h （D）80km/h",A
choice,212,"施工中发生设计变更，正确的处理流程是（）。
(A)施工单位直接按变更施工
(B)经设计单位出具变更单，经施工单位项目总工审签后实施
(C)现场监理口头同意后即可施工
(D)项目经理同意后即可施工",B
choice,213,"电动转辙机道岔电路中，R1、R2电阻的作用是防止室外负载（）时烧毁道岔表示变压器。
（A）过大 （B）过小 （C）开路 （D）短路",D
choice,214,"《高速铁路信号工程细部设计和工艺质量标准》规定：区间电缆敷设应按照应答器电缆、轨道发送电缆、信号机电缆、轨道接收电缆从槽道线路侧向外侧依次排列，每隔（）采用绝缘扎丝进行绑扎编组。
（A）50m （B）100m （C）150m （D）200m",B
choice,215,"《高速铁路信号工程细部设计和工艺质量标准》规定：箱盒配线施工工艺质量控制要点要求，将芯线梳理、分组、编号，在电缆成端根部增加印有（）的胶管，并露在胶面上。
（A）电缆型号 （B）电缆用途 （C）电缆组别 （D）电缆长度",C
choice,216,"《高速铁路信号工程细部设计和工艺质量标准》规定：信号标志牌施工工艺质量控制要点要求，接触网支柱与区间信号标志牌连接的卡箍折弯处应加装（）防护。
（A）橡胶垫 （B）塑料垫 （C）金属垫 （D）纸质垫",A
choice,217,"补偿电容塞钉引线与轨底面成（）夹角。
（A）300～500（B）300～600 （C）400～500 （D）400～600",B
choice,218,"综合护套、铝护套信号电缆在20℃时导体直流电阻（芯线直径1.0mm）为（）Ω/km。
（A）22.5±1 （B）≤9.9 （C）≤23 （D）28±2",C
choice,219,"室外主干电缆采用电缆槽道敷设方式时，留足一次做头余留量，（）以下的分支电缆长度可不做余留。
（A）50m （B）100m （C）150m （D）200m",A
choice,220,"副保护管电缆沿盒的边缘绑把分线并严禁与盒边缘接触，数字电缆副保护管线把严禁形成（）。
(A)一字形 (B)闭合圈 (C)十字状 （D）交叉状",B
choice,221,"电缆与室内、外设备未连接前，应检查电缆外护套层有无破损。对其线间绝缘、芯线对地绝缘进行全程测试，并填写测试记录，其测试结果不应小于（）MΩ/km。
(A)10 (B)20 (C)30 （D）40",B
choice,223,"信号各子系统调试时，各子系统时钟应与（）相同步。
(A)联锁系统 (B)列控系统 (C)CTC （D）集中监测系统",C
choice,224,"电源屏主、备电源的转换时间（自动或手动）不应大于（）s。
(A)0.1 (B) 0.15 (C)0.2 （D）0.25",B
choice,225,"调整信号机点灯远程变压器、信号点灯单元，使信号机灯端电压为额定值的（），调车信号为75%～95%；使灯丝继电器电流应在最小可靠工作值的120%～140%范围内；室外灭灯时，相应灯丝继电器落下。
(A) 75%～90% (B) 80%～95% (C) 85%～90% （D）85%～95%",D
choice,226,"CTCS-2级列控车载设备在部分监控模式下引导接车时，列控车载设备接收到的轨道电路信息为HB码，人机界面（DMI）显示固定限速值()。
(A)15km/h    (B)20km/h    (C)25km/h    (D)30km/h",B
choice,227,"根据计算，控制某组双动道岔所需的电缆芯线为11芯（含电话线），这时应该选用（）芯电缆。
（A）12（B）19（C）14（D）16",C
choice,228,"应答器X轴基准标记应设于两钢轨中间S/2处，X轴基准标记沿Y轴方向允许横向偏移为（）
(A) S/2±5mm    (B) S/2±10mm    (C) S/2±15mm    (D) S/2±20mm",C
choice,229,"正常情况下，应答器上平面应与两钢轨平行，左右面应与钢轨平行，安装角度以X轴旋转（倾斜）允许误差为（）
(A) ±1°      (B)±2°     (C)±3° (D)±4°",B
choice,230,"电源引入防雷箱内接地端子可直接就近与综合接地端子或环形接地装置单点冗余连接，连接线应采用截面积不小于（）铜导线。
(A) 6mm²       (B)10mm²      (C)25mm²     (D)50mm²",D
judge,1,施工企业应总结项目质量管理策划结果的实施情况，并将其作为质量分析和改进的信息予以保存和利用。,√
judge,2,列控基础数据包括工务、电务、供电和牵引供电专业等基础数据。,×
judge,3,在进站信号机点灯电路中，混线防护采用了位置法和双断法，以及变压器隔离法。,√
judge,4,一般情况下正向运行的RBC移交点外方第一个轨道区段采取延时吸起措施。,√
judge,5,25Hz相敏轨道电路送电端的限流电阻不能调至0Ω。,√
judge,6,列车信号机在关闭时，允许灯光的主灯丝断丝，能自动报警。,×
judge,7,进路第一次人工解锁后，再次排列后，信号仍不开放，此时解锁进路可不延时。,√
judge,8,转辙装置各种联接杆的调整丝扣余量不小于20mm。,×
judge,9,轨道电路电源停电又恢复后，控制台上亮白光带。,×
judge,10,任何进路只要始端信号点的JXJ被选出，则始端按钮表示灯即亮稳定灯光。,×
judge,11,道岔1DQJ3—4线圈为励磁电路，它的作用是检查道岔区段是否在锁闭状态和道岔区段是否有车。,√
judge,12,进路选出是指进路中的道岔转至规定位置并给出相应表示。,√
judge,13,在选排进路中所选的信号点及道岔位置都是由左至右顺序选出的。,√
judge,14,增设的空扼流变压器距电气绝缘节的中心或机械绝缘节不小于50m。,√
judge,15,ZPW－2000A无绝缘轨道电路既适用于电化区段也适用非电化区段。,√
judge,16,CTC的所有采集信息都是从信号集中监测系统传送过来的。,×
judge,17,CTC的车站控制模式是由调度员来控制列车进路的开放。,×
judge,18,ZPW－2000A自闭工程中完全等电位线是指上、下行线间两空芯线圈（或扼流变压器）中心连接后经纵向防雷接入贯通地线。,×
judge,19,CTC型分散自律调度集中系统在分散自律模式下，联锁操作和CTC操作同样有效。,×
judge,20,CTC、TDCS设备故障时，不影响车站联锁设备和区间闭塞设备的正常工作，不应导致车站联锁设备和区间闭塞设备的错误动作。,√
judge,21,在ZPW－2000A轨道电路任一处用标准分路电阻分路轨面，通过分路电阻的电流为机车信号短路电流。,√
judge,22,电气绝缘节-机械绝缘节间轨道电路的传输长度与电气绝缘节-电气绝缘节间轨道电路的传输长度不相同。,×
judge,23,防止重复开放信号试验：只需开放信号后，切断一次进路内道岔表示，信号不得自行重复开放。,×
judge,24,一送多受轨道电路，同一道岔区段最多不应超过3个接收端。,√
judge,25,半自动闭塞是以出站信号机显示允许信号作为列车占用区间的凭证。,√
judge,26,64D型继电半自动闭塞，当接车站JBD亮红灯时，说明列车已到达。,×
judge,27,在ZPW－2000A系统中载频为1700－1与1700－2的信号为同频信号，不能同缆。,×
judge,28,增设的空扼流变压器不应设于ZPW－2000A调谐区内方。,√
judge,29,CTCS-2级作为CTCS-3级的后备系统，当无线闭塞中心或无线通信故障时，CTCS-2级列控系统控制列车运行。,√
judge,30,侧线出站信号机的红灯主副灯丝都断丝时，则不能再开放允许信号。,×
judge,31,双动道岔的两个道岔动作顺序总是从左到右顺序动作的。,×
judge,32,调车信号机点亮A灯时，在分线盘用万用表测量B、A线之间有220V的电压。,√
judge,33,在电缆配线图中，有一个端子上写的是Ⅳ-2，说明该端子上的电缆线是绿色的。,×
judge,34,计算机联锁系统联锁备机只有在同步状态下才能真正成为热备机。,√
judge,35,进路接近锁闭后，车站值班员可先取消信号，然后用区段故障法解锁进路。,×
judge,36,同一咽喉区内顺向重叠的列车进路是敌对进路。,√
judge,37,在自动闭塞区段，列车占用区间的凭证是出站、通过信号机的绿灯、双绿和黄灯。,×
judge,38,在营运线开挖作业前，施工单位应与相关单位对光电缆路径、交叉施工的项目等进行定测，对前期预设的沟、槽、管、线进行核查。开挖作业应有可靠的防护和抢修措施。,√
judge,39,CTC型分散自律调度集中系统在非常站控状态下，联锁操作有效，CTC操作无效。,√
judge,40,办理进路和重复开放信号时不准长时间按压始端按钮。,√
judge,41,CTC系统具备列车及调车进路的控制、列车运行监视、车次号跟踪等功能。,√
judge,42,同一股道两端不能同时向本股道办理调车进路。,×
judge,43,正线出站信号机在办理始发列车进路或通过进路时，其接近区段都是股道。,×
judge,44,无岔区段有车占用时允许向该区段排列调车进路。,√
judge,45,四线制道岔表示电路，如果二极管极性接反了，则道岔定、反位都没有表示。,√
judge,46,从业人员在作业过程中，应当严格遵守本单位的安全生产规章制度和操作规程，服从管理，正确佩戴和使用劳动防护用品。,√
judge,47,到发线接车时，进站信号机显示二个黄色灯光，首先接通的是一黄灯电路，然后是二黄灯电路。,×
judge,48,股道红光带受该股道GJ控制，只要GJ落下，所有股道内的红光带都亮。,×
judge,49,信号点灯电路是故障-安全电路。因此，电路技术条件中要求允许灯光灭灯时要使信号降级显示。,√
judge,50,X进站信号机亮两个黄灯。若一黄灯主、副灯丝断丝灭灯，1DJ落下。因二黄灯点灯电路没经过1DJ的接点，所以二黄灯还保持亮灯。,×
judge,51,对锁闭的区段应能实施区段故障解锁；列车或车列占用进路后，其运行前方区段不能实施区段故障解锁。,√
judge,52,侧线接车信号开放后2U主副灯丝双断（单灯泡），信号机显示红灯。,√
judge,53,S700K型交流电动转辙机和ZD6直流电动转辙机电路中二极管作用是相同的。,×
judge,54,道岔区段的DGJ一旦落下，则FDGJ必然吸起。,×
judge,55,引导信号的开放，应检查所属主体信号机红灯在点灯状态。,√
judge,56,信号因故关闭，当故障恢复时，按压进路始端按钮，即可重新开放信号。,√
judge,57,调车时当车压入信号机内方，调车信号机即自动关闭。,×
judge,58,25Hz交流轨道电路的分路灵敏度应为0.15Ω。,×
judge,59,计算机联锁设备采用双套互为备用系统时，若主机发生故障，系统只能手动倒向备机，而不能自动倒向备机。,×
judge,60,电气化区段轨道电路加设适配器，是为了进一步改善牵引电流对轨道电路的干扰状况。,√
judge,61,电力牵引区段的轨道电路，当不平衡牵引电流在规定值以下时，应保证调整状态时轨道继电器可靠吸起。,√
judge,62,25Hz相敏轨道电路送、受电端轨道变压器至扼流变压器的接线电阻不大于0.3Ω。,√
judge,63,智能电源屏两路电源不论手动或自动切换，其时间不超过0.15s。,√
judge,64,64D继电半自动闭塞电路中准备开通ZKJ采用缓放型继电器。,√
judge,65,单线站间联系电路发车锁闭继电器FSJ吸起时，反映发车进路处于锁闭状态。,×
judge,66,CTC型分散自律调度集中系统车站系统自律机不能进行列车车次号跟踪。,×
judge,67,CTC型分散自律调度集中系统车站自律机系统一般要求为双机冷备制式。,×
judge,68,CTC型分散自律调度集中系统当车站自律机与中心子系统网络通信中断后，系统应立即自动报警。,√
judge,69,CTC型分散自律调度集中系统车站自律机与操作表示机进行平行互联。,×
judge,70,衰耗盘主轨信号与小轨信号都要经过1:3升压变压器输出至接收器。,×
judge,71,TDCS安全防护地线是为了防止因绝缘破损而遭受触电危险。,√
judge,72,调度集中总机只用于接收分机传来的设备状态信息。,×
judge,73,ZPW-2000A区间与站内电码化发送器型号相同。,√
judge,74,电缆引入时，楼层间电缆应分段固定，分段间距不宜大于2000mm。,√
judge,75,ZPW-2000A机车信号的轨道入口电流1700Hz、2000Hz和2300Hz时大于500mA，2600Hz时大于450mA。,√
judge,76,生产经营单位的从业人员不服从管理，违反安全生产规章制度或者操作规程的，由生产经营单位给予批评教育，依照有关规章制度给予处分；构成犯罪的，依照刑法有关规定追究刑事责任。,√
judge,77,ZPW-2000A发送器同时可以产生多个低频信息。,×
judge,78,载频1700Hz、2300Hz用于下行线路，载频2000Hz、2600Hz用于上行线路。,√
judge,79,三相交流电动机的旋转磁场的旋转方向与三相交流电的相序是一致的。,√
judge,80,ZPW-2000A自动闭塞进站口处与区间信号点采用的空心线圈型号相同。,×
judge,81,ZPW-2000A自动闭塞调谐区两端调谐单元不可以调换使用。,√
judge,82,ZPW-2000系列无绝缘轨道电路采用调谐式电气绝缘节，沿钢轨按规定距离布设补偿电容，进行传输补偿。,√
judge,83,两相邻平行ZPW-2000系列无绝缘轨道电路采用相同载频时，必须具备可靠的邻线干扰防护能力。,√
judge,84,ZPW-2000A通过信号机应设置于运行正方向发送端调谐单元前方1m或后方6.5m处。,×
judge,85,当四线制道岔表示电压用半波整流的万用表测试时，会出现交流电压为零，表笔对调后电压正常。,√
judge,86,双动道岔的两个道岔是同时动作的。,×
judge,87,S700K型电动转辙机锁舌的正常弹出用于阻挡转辙机的保持联结器的移动，实现转辙机的内部锁闭。,√
judge,88,进站内方第一个轨道区段故障时，值班员要一直按压引导按钮，开放引导信号，直到列车驶入信号机内方才可以松手。,√
judge,89,CTCS－2级由主体机车信号+安全型运行监控记录装置组成。,×
judge,90,CTCS－3级是基于无线传输信息并采用轨道电路等方式检查列车占用的列车运行控制系统。,√
judge,91,ZPW-2000无绝缘轨道电路调谐区长度，在任何条件下均为29m，不得变动，否则将会影响轨道电路参数变化。,×
judge,92,在电力牵引区段更换轨道电路设备时，必须切断扼流变压器的轨道侧回路。,×
judge,93,钢轨引接线打入钢轨后，塞钉头部应露出钢轨1～4mm。,√
judge,94,道岔试验时，室内外人员必须共同确认道岔实际开通位置与控制台定、反位表示及继电器的状态一致。,√
judge,95,当列车与前行列车的间隔较长时，可以在行车间隙进行施工。,×
judge,96,S700K型电动转辙机滚珠丝杠一方面将电动机的旋转运动变成丝杠的直线运行；另一方面起到减速作用，减速比取决于丝杠的螺距。,√
judge,97,S700K型电动转辙机当道岔的挤岔阻力超过弹簧设定压力时，动作杆滑脱，实现挤岔时的整机保护。,√
judge,98,S700K型电动转辙机，保持连接器是转辙机的挤脱装置，利用弹簧的压力通过槽口式结构将滚珠丝杠与动作杆连接在一起。,√
judge,99,S700K型电动转辙机，根据现场实际需要，保持联结器可采用可挤型和不可挤型。,√
judge,100,当设备高度为1250mm时，客运专线、客货共线铁路正线的基本建筑限界均不小于2440mm。,√
judge,101,ZPW-2000A轨道电路接收器由本接收“主机”及另一接收“并机”两部分构成。,√
judge,102,ZPW-2000A自动闭塞进站口处与区间信号点采用的空心线圈型号不相同。,√
judge,103,信号干线电缆所设专用屏蔽地线，其接地极引线允许接至扼流变压器中心连接板。,×
judge,104,客运专线应答器数据传输电缆弯曲半径不得小于电缆外径的15倍。,×
judge,105,客运专线区间信号标志牌距调谐区调谐单元为1000mm±200mm。,√
judge,106,客运专线区间信号标志牌在路基和桥梁地段应安装在接触网支柱上，隧道地段应安装隧道壁上。标志牌下边缘距轨面高度为1 600mm±15mm。,√
judge,107,道岔融雪装置的隔离变压器最凸出边缘距钢轨内缘不应小于1500mm。,√
judge,108,客运专线进站口处的调谐匹配单元（PT）和机械绝缘空芯线圈(XKD)背对背安装在同一设备防护罩内。空芯线圈和调谐匹配单元用的防雷单元，安装在另一防护罩内。,√
judge,109,客运专线上补偿电容遇有应答器时，电容调整位置允许偏差±650mm。,×
judge,110,凡在输气、输油管道及其设施附近进行施工，有可能影响管道及设施安全运营时，应事先与有关单位取得联系，采取保护措施后方可施工。施工单位应在施工现场设置“严禁烟火”标志。,√
judge,111,调车防护应答器组内相邻应答器间的距离不应超过5m。,×
judge,112,CTC设备通过系统网络向车站下达计划和调度命令。,√
judge,113,城市轨道交通信号系统的功能与铁路一样，主要包括联锁、闭塞、列车控制和调度指挥四个方面。,√
judge,114,城市轨道交通信号自动控制最大的特点是把联锁关系和ATP编/发码功能结合在一起，且包含一些特殊的功能。,√
judge,115,城市轨道交通采用与铁路相同的色灯信号机，其设置位置和信号显示与铁路相同。,×
judge,116,城市轨道交通列车运行进路控制采用两级控制：控制中心控制和车站工作站控制。,×
judge,117,城市轨道交通采用右侧行车制，其地面信号机设于列车运行方向的右侧。,√
judge,118,城市轨道交通的道岔控制分单动道岔、双动道岔及带动道岔等。,×
judge,119,城市轨道交通在最大通过能力大于30对/h的线路，应采用完整的ATC系统，实现行车指挥和列车运行自动化。,√
judge,120,城市轨道交通移动闭塞的特点是前、后两列车都采用移动式的定位方式。,√
judge,121,城市轨道交通的列车驾驶模式在满足一定条件后可以相互转换。  √ ）,
judge,122,在分散自律状态下，调度中心调度员可以取消车站办理的调车进路。,×
judge,123,U2码：要求列车注意运行，预告地面信号机显示两个黄色灯光。,√
judge,124,CTC系统与联锁系统检查的安全条件是一致的。,×
judge,125,ZPW－2000A系统中27.9Hz低频频率只作为轨道电路占用检查，不得作为机车信号信息使用。,√
judge,126,简单等电位线是指上、下行线间两空芯线圈（或扼流变压器）中点连接后直接接入贯通地线。,√
judge,127,设置有TSRS的高速铁路在下达临时限速时受令处所不需要选择相关车站。,√
judge,128,轨道电路跳线和引接线穿越钢轨处，距轨底不应小于25mm。,×
judge,129,采用计算机联锁的CTC车站，CTC对某组道岔设置“道岔封锁”后，车站和调度中心均不能单操该道岔。,√
judge,130,CTC服务器程序都是双机互备运行，当一套出现问题时，另外一套应能自动切换到主机位置。,√
judge,131,直接涉及行车安全的TDCS、CTC等系统，必须自成体系，单独成网，独立运行，同时可以与其他系统直接联网。,×
judge,132,S700K型电动转辙机下层检测杆用于监督拉入密贴的尖轨或心轨伸出时的工作状态。,×
judge,133,应答器设置应符合设计要求，应答器组内相邻应答器间的距离为5m。,×
judge,134,在ZPW-2000A型无绝缘轨道电路中，用调谐区轨道电路工作门限值即可实现对BA断线的检测。,√
judge,135,用轨道电路测试盘同时可以测试多个区段的轨道电路继电器交、直流电压值。,×
judge,136,当移频自动闭塞分区有车占用时，接收设备仍能收到本区段发送的移频信息。,×
judge,137,交流电力牵引区段室外的信号干线电缆应使用综合护套信号电缆。,×
judge,138,设置有TSRS的高速铁路列控限速命令下达后会在调度台给出激活时机和设置时机的辅助提示。,√
judge,139,ZPW-2000A系列无绝缘轨道电路在最不利条件下，用0.06Ω分路电阻在轨道电路任一处轨面分路时（电气绝缘节区域内除外），轨道电路接收器输入电压，不大于140mv。,×
judge,140,信号集中监测系统对交流连续式轨道电路进行监测时，监测点应该是受电端的轨道继电器线圈两端的交流电压。,√
judge,141,CTCS-3级列控系统车载设备速度容限规定为超速2km/h报警、超速15km/h触发常用制动。,×
judge,142,ZPW-2000A轨道电路中，若受电端BA断线，接收端电压降低；送电端BA断线，接收端电压升高。,×
judge,143,信号集中监测系统中正常的关机顺序为：先关掉工控机，显示器，网络设备，再关掉各采集机，最后关UPS。,√
judge,144,临时限速服务器不具备故障自诊断功能。,×
judge,145,临时限速服务器应只允许撤销待执行的临时限速命令。,√
judge,146,电缆设电缆槽防护时，应符合设计要求，其埋深为盖顶面距地面200～300 mm。,√
judge,147,控制台电流表指针摆动，说明道岔正在启动，表示1DQJ自闭电路接通。,√
judge,148,消防设施应有防雨、防冻措施，并定期进行检查。消防器材应放置在明显、易取处。有关材料应在有效期内。,√
judge,149,ZPW-2000A型无绝缘轨道电路，室内电线、电缆布线禁止出现环。,√
judge,150,经中岔的调车进路与接车进路和发车进路均按敌对关系处理。,×
judge,151,CTCS-3级列控系统成功采用目标距离连续速度控制模式、设备制动优先、GSM-R无线网络传输、信号安全数据网等先进技术。,√
judge,152,异物侵限现场采集设备安装主要包括支架、监测电网和现场控制器。,√
judge,153,信号设备防雷措施的原则技术手段有避、放、挡。,√
judge,154,股道有效长是指股道全长范围内可以安全停留机车车辆的一段。,√
judge,155,用电桥对含有电容的设备进行测试时，电容不必放电可立即测量。,×
judge,156,信号设备无论各地区雷暴日数量的多少，都应采用同样的防雷措施。,×
judge,157,交流电力牵引区段信号设备的金属导体部分外缘与接触网带电部分距离不得小于2000 mm。,√
judge,158,ZPW-2000A轨道电路在衰耗盘的“轨道输入”塞孔上测得主轨电压和小轨电压是同一种载频。,×
judge,159,电动转辙机ZD6-A165/250型，型号中“165”表示动程为165mm。,√
judge,160,四线制改方电路中，方向继电器电路平时由接车站方向电源向发车站送电。,√
judge,161,四线制改方电路监督区间继电器电路的作用是监督区间是否空闲。,√
judge,162,冷封胶灌注胶面应高于芯线根部20mm以上。,√
judge,163,LED信号机当LED灯管故障数至报警门限值以下时，正常LED灯管应继续点亮 ，并能及时接通报警电路。,√
judge,164,CTCS—2系统连续传输的行车许可信息即轨道电路追踪码序是：L5、L4、L3、L2、L、LU、U、HU。,√
judge,165,站内进路上的轨道区段在前方占用或本区段解锁后，发码应维持原方向。,√
judge,166,当信号机红灯灯丝断丝时，本区段发送H码防护，后续区段按轨道电路正常编码逻辑发码。,×
judge,167,落物灾害发生时，列控中心控制灾害闭塞分区轨道电路发H码，相关信号机关闭。,√
judge,168,融雪设备由车站控制终端、控制柜、气象站、电加热元件、隔离变压器、轨温传感器等组成。,√
judge,169,应答器用于向CTCS-2机列控系统车载设备提供线路速度、线路坡度、轨道电路、临时限速等线路参数信息。,√
judge,170,钢轨上连接线、跳线的安装孔中心与钢轨焊缝距离不得小于400mm。,√
judge,171,安装在基本轨内侧轨腰处的两根平行的电加热元件间隙不大于20mm。,×
judge,172,在TCC维护终端机的工况图上LEU与应答器的连线为绿色时，表示通道正常。,√
judge,173,分动外锁闭道岔调整的基本顺序：先调整第一牵引点，再调整第二牵引点；先调密贴，再调锁闭量，最后调表示缺口。,√
judge,174,分动外锁闭道岔尖轨与基本轨的密贴，可动心轨与翼轨的密贴调整均通过在锁闭铁与锁闭框之间增减调整片来进行。,√
judge,175,ZDJ9道岔的密贴调整杆、表示杆等其水平方向的两端高低应不大于5mm。,√
judge,176,电气化区段轨道电路加设适配器于接收电路前端，其目的是对稳定干扰和冲击干扰中大的不平衡牵引电流(主要是50Hz成分)进行滤波。,√
judge,177,融雪装置为车站联锁系统的室外基础设备之一 。,×
judge,178,LEU的功能是一台LEU只可以向一台有源应答器发送一种不同的报文。,×
judge,179,断线故障查找时，万用表笔借助一极性电源不动，另一表笔采取分段测量的方法进行查找，电流突变点即为断线点。,×
judge,180,为防止相互干扰，信号机、电动转辙机以及轨道电路送、受电端用电缆原则上不应共用同一根电缆中的芯线，应考虑分缆设置。,√
judge,181,计轴设备磁头应安装在两轨枕间的钢轨轨腰处，且应避开轨距杆等金属部件。,√
judge,182,计轴设备故障排除后，未经人工办理，不得自动复位。,√
judge,183,防雷电路的配线应与其他配线分开，其他设备不准借用防雷设备的端子。,√
judge,184,靠近应答器下部尾缆固定点距应答器应大于150mm。,×
judge,185,在CTCS-2/CTCS-3常态灭灯时，其车站的进站、出站、进路信号机及线路所通过信号机应灭灯。,√
judge,186,设备调试时CTC自律机向CBI联锁发送控制命令信息、站场表示信息。,×
judge,187,设备调试时RBC无线闭塞中心向TSRS临时限速服务器发送临时限速执行结果、通信检测及收到临时限速命令回执信息。,√
judge,188,CTCS-3级列控系统由地面设备、车载设备、信号数据传输网络、GSM-R无线通信网络构成。,√
judge,189,LKJ列车运行监控记录装置是CTCS-2级列控地面设备之一。,×
judge,190,CTC系统应用服务器的主要功能是处理CTC内部数据与业务流程。,√
judge,191,道岔控制电路中，转辙机内的二极管的作用是限流。,×
judge,192,区间级间转换标志牌设在CTCS-2/CTCS-3级区段区间闭塞分区分界处。,√
judge,193,出站信号机有两个及以上的运行方向，而信号显示不能分别表示进路方向时，应在信号机上装设进路表示器。,√
judge,194,集中联锁车站的进站、进路、出站信号机，通过信号机，当机车或车辆出清该区段信号机后自动关闭。,×
judge,195,调车信号机在调车车列全部越过调车信号机后自动关闭。,√
judge,196,CTC 应能实时自动采集列车运行及现场信号设备状态信息，完成列车运行实时追踪、无线车次号校核、自动报点等功能。,√
judge,197,自动闭塞区间，遇轨道电路发生故障等情况，需使用总辅助按钮加发车辅助（或接车辅助改变闭塞方向。,√
judge,198,信号机设在列车运行方向的左侧或其所属线路的中心线上空。反方向运行进站信号机可设在列车运行方向的左侧；其他特殊地段因条件限制，需设于左侧时，须经铁路局批准。,×
judge,199,既有线拆配线作业必须要有经审核批准的施工配线图，作业前必须进行 “图物核对”，作业后必须进行联锁试验和电气特性测试。,√
judge,200,较大车站电气集中联锁表中，敌对信号栏填写的 <（101）>D101，表示当 101 道岔在定位时，D101 信号机为所排进路的敌对信号。,×
judge,201,按压总人解按钮 ZRA 期间，单独操纵道岔不能使道岔转换。,√
